Peak_Amplitude_X,Peak_Amplitude_Y,Peak_Amplitude_Z,RMS_X,RMS_Y,RMS_Z,Peak_Freq_X,Peak_Freq_Y,Peak_Freq_Z,Mean_X,Variance_X,Skewness_X,Kurtosis_X,Mean_Y,Variance_Y,Skewness_Y,Kurtosis_Y,Mean_Z,Variance_Z,Skewness_Z,Kurtosis_Z,Target
2.847873131584433,3.1333919017747096,1.143341220207816,0.6041224564791704,0.6163196292851111,0.600522196562379,2.6,4.2,21.200000000000003,8.526512829121201e-18,0.3649639424224271,0.025173093344967402,2.8269958782934754,-1.9539925233402756e-18,0.37984988544213677,-0.5159020708764106,4.275991629961005,-1.7763568394002505e-19,0.36062690856410456,-0.8079086944690858,1.897499716564,1
2.8317841150636736,2.9052825271695,1.1415432571182678,0.6104830524546435,0.6108820486077,0.6167155244184064,3.2,24.6,12.0,5.151434834260726e-18,0.37268955733433906,0.06800657721150959,3.1546951503773393,7.638334409421077e-18,0.3731768773111403,-0.5554422193621363,4.028097130916795,-1.0658141036401502e-18,0.38033803805866995,-0.941151491968503,2.2704147545931406,1
2.8284506218124554,3.1079688347070182,1.157318190243104,0.6102629229572778,0.6403205028134947,0.6139133781323082,23.200000000000003,14.200000000000001,12.8,0.0,0.3724208351363604,0.19232254176843816,2.920250586887196,-7.105427357601002e-19,0.41001034632332667,-0.6503778797646294,4.4037183013903265,6.572520305780927e-18,0.3768896358498224,-0.8591502436843361,2.1298804767369974,1
2.8326500048028436,2.4937880059509077,1.1577697940121263,0.6176226573689821,0.591301706351979,0.6154050274092019,8.6,4.2,0.4,-2.4868995751603506e-18,0.38145774689552314,0.05465869291072003,2.9294457727958854,1.4210854715202004e-18,0.349637707934762,-0.49625408882270816,3.517219012340979,4.263256414560601e-18,0.3787233477605206,-0.8072828020832515,1.9009834222672026,1
2.8279995562338365,2.953575026092099,1.13961634139534,0.6035876107310186,0.6097168538776333,0.6040906101646182,10.4,14.600000000000001,33.6,-6.750155989720952e-18,0.3643180038279797,-0.038481189497264014,3.3757002475590907,2.842170943040401e-18,0.37175464190243923,-0.5796811932957245,4.897915807591949,7.638334409421077e-18,0.36492546528906067,-0.9115122401138878,2.226715821623965,1
2.8234239627558564,2.6597455020746503,1.1355306886272072,0.6130333646825373,0.6042995622642446,0.6112648600272025,4.4,17.400000000000002,24.200000000000003,-1.2434497875801753e-18,0.37580990621399285,0.03097224566150211,3.1253126435328085,1.1723955140041653e-17,0.36517796095275773,-0.5851864637751429,3.8083030648744254,4.618527782440651e-18,0.3736447291040755,-0.8939020699359163,2.073206014878113,1
2.8181307384073273,3.380260319493695,1.152655297738988,0.631518614698951,0.6106558995808596,0.618087125082776,11.8,21.8,3.6,-2.4868995751603506e-18,0.39881576071128216,0.10326830125004646,3.2800005685356135,-3.730349362740526e-18,0.37290062769290894,-0.47422531696572945,4.049316759727013,7.993605777301127e-19,0.38203169419309113,-0.9154280087848651,2.0109720628193957,1
2.813470717732646,3.149876053394697,1.1540216270652557,0.6169065071870781,0.6217656386195572,0.6278824037007856,3.4000000000000004,11.4,6.2,5.151434834260726e-18,0.3805736386097604,0.04706124336467241,3.094122194913779,3.552713678800501e-19,0.3865925093679859,-0.5808471385740905,4.4546424756894645,-5.8619775700208265e-18,0.39423631287707633,-0.8916885152495576,1.9652820572421446,1
2.8213070239685223,2.7824423455947453,1.1509024634376925,0.5979303947089711,0.6152012172768466,0.605117242312483,14.0,19.200000000000003,40.2,-2.6645352591003758e-18,0.35752075691682605,0.05884451053120919,2.94224475480633,8.881784197001253e-19,0.3784725377389139,-0.44582451112748567,3.6912839316471553,-3.4638958368304882e-18,0.3661668769438642,-0.8055763562639213,1.8639276786873564,1
2.8410321202925912,3.68459427776492,1.159166255277005,0.6260705000972919,0.638896976733061,0.6177514243293436,2.4000000000000004,4.800000000000001,2.0,-1.7763568394002505e-19,0.39196427109207327,0.020423838160915617,2.9731208679071317,3.907985046680551e-18,0.4081893468786455,-0.6663380941442613,5.302139209649532,1.1723955140041653e-17,0.3816168222609328,-0.8668291006181735,2.023000923905524,1
2.8116845182594066,3.138930293699311,1.1565184726118811,0.6080425418347674,0.6296995483742309,0.6192885436050964,9.200000000000001,8.8,8.0,-3.907985046680551e-18,0.36971573268088487,0.015380500632421554,3.5736857410881733,-8.526512829121201e-18,0.39652152122271045,-0.5722941545720011,4.668169203809723,-4.973799150320701e-18,0.3835183002405214,-0.8618781862335996,1.9551098784633378,1
2.730698966503898,2.6860451069244995,1.149075487528464,0.6097435012315775,0.6182346012722747,0.617117264718116,5.2,18.6,10.200000000000001,5.684341886080802e-18,0.37178713729414276,0.01804786018892456,2.910049744581869,2.6645352591003758e-18,0.38221402221028844,-0.6398086252832478,4.179108482646618,2.1316282072803004e-18,0.3808337184131692,-0.8989169899710556,2.1877022233134245,1
2.8271238438187978,2.8053402497003206,1.1476737309541996,0.6256554076661269,0.6070888734974361,0.6117102175288428,15.200000000000001,2.0,2.0,-3.552713678800501e-18,0.3914446891418675,0.06613991881990261,2.8327641297744215,-1.7763568394002505e-18,0.36855690032438604,-0.5688921492567494,4.406562243544982,-1.4210854715202004e-17,0.37418939022918424,-0.8702201193398018,1.9969787138449515,1
2.807143594673277,2.7674700916523802,1.1532467632757615,0.617008783591109,0.6334816429514049,0.6090470494159432,6.4,1.2000000000000002,12.8,-3.8635761256955445e-18,0.38069983902858,-0.004869933642348216,2.9016222245256156,-2.1316282072803004e-18,0.40129899195641117,-0.6737429480599532,4.49993722566092,-8.615330671091215e-18,0.37093830840226644,-0.84788668524637,1.9225726380447457,1
2.814269992450129,2.984048187562927,1.1498127162827243,0.6086619209952664,0.610888317336341,0.6189371491053023,6.4,0.8,9.4,6.217248937900877e-19,0.3704693340696479,0.12943481527152015,2.689069776080193,6.750155989720952e-18,0.37318453625802606,-0.4009407832543307,3.52672532394615,8.526512829121201e-18,0.3830831945425992,-0.849225448767223,1.7979558735078323,1
2.8306656996600412,2.4756005483353865,1.1372997796407358,0.6089802215038792,0.5881511224074164,0.6060083482945224,4.0,29.400000000000002,34.2,8.881784197001253e-19,0.3708569101829137,0.11750988340942682,3.377947007374395,0.0,0.3459217427891037,-0.5576097875811776,3.875822619929642,3.552713678800501e-19,0.3672461182026552,-0.8420962916127812,1.884160809640501,1
2.829184752289364,3.3494042147091303,1.1489115368554812,0.6185642686331271,0.6165928892983437,0.6139706761423713,4.6000000000000005,0.4,0.4,-2.4868995751603506e-18,0.3826217544296354,-0.07322148513556649,2.954998570571246,6.3948846218409015e-18,0.38018679113327947,-0.47447511216734894,4.3100225974536475,-1.3500311979441904e-17,0.37695999116272066,-0.907704825575217,2.0965130207023988,1
2.6789900606992405,2.805247872215664,1.4631643238440064,0.5649410326534587,0.5411969194967888,0.5400041386126545,49.800000000000004,49.800000000000004,49.800000000000004,3.552713678800501e-19,0.3191583703755563,0.15163560100892978,2.6008299933589134,2.3092638912203255e-18,0.2928941056728137,0.09990343351178307,2.9001613142051887,7.105427357601002e-19,0.291604469718795,-1.081471437486711,4.14720023500988,1
2.7878640291763506,2.8589468278015127,1.4651821216979917,0.6011107606716283,0.5790878888304487,0.5732625766494404,49.800000000000004,49.800000000000004,49.800000000000004,2.1316282072803004e-18,0.3613341465952235,0.24843741659279214,2.8014564002072397,3.1974423109204507e-18,0.3353427829901061,-0.015187353070290057,2.559496711453007,2.3980817331903383e-18,0.3286299817867555,-1.1415657688880152,4.331115273351542,1
2.9072122788380326,2.9377930672284647,1.4664276073046225,0.612874614510046,0.5613666502912983,0.5896347435095832,49.800000000000004,49.800000000000004,49.800000000000004,9.769962616701378e-19,0.3756152931108374,0.26589948696213017,2.266631764857757,0.0,0.3151325160592727,0.15655536004478998,2.5885489300739577,-6.661338147750939e-20,0.34766913075361205,-1.0920189963532978,3.815743590307089,1
2.9346980027292258,2.575978160485631,1.4635143917761435,0.5781723978190237,0.5366220530486409,0.5418696372846324,49.800000000000004,49.800000000000004,49.800000000000004,9.769962616701378e-19,0.3342833215997994,0.3559587565542985,2.597240839136912,2.3092638912203255e-18,0.28796322781813827,0.04083683892557124,2.4490975527236607,2.6645352591003755e-19,0.2936227038109791,-1.0490947457419544,3.831000245280264,1
2.9635239275832865,2.7119697514077092,1.4719955245163168,0.6104610069146215,0.6003779544572716,0.5864634970639049,49.800000000000004,49.800000000000004,49.800000000000004,1.4210854715202004e-18,0.3726626409632135,0.3910020887477996,2.634170233202025,-5.329070518200751e-19,0.36045368819829765,0.04726800498492654,2.7061922731054784,-8.881784197001253e-20,0.34393943338842475,-0.9767986278569978,3.6220848096645666,1
2.79622549151046,2.751835972345546,1.4718402520544787,0.5773046938316392,0.6471360864858688,0.6033551264421866,49.800000000000004,49.800000000000004,49.800000000000004,-7.105427357601002e-19,0.3332807095200427,0.43732824770112827,2.6621755390620647,6.217248937900877e-19,0.418785114432246,-0.006478510173907931,1.9538831801431593,1.7541523789077475e-18,0.3640374086040669,-0.9889088715571513,3.356755808200637,1
2.9371879376098526,3.562576052358687,1.4734098734638605,0.598444204159047,0.6298567300414833,0.600969575062113,49.800000000000004,49.800000000000004,49.800000000000004,3.375077994860476e-18,0.3581354654915551,0.3175202366206783,2.7186314407944048,-3.1974423109204507e-18,0.3967195003785501,0.2270335816539039,2.42127336562585,-1.3322676295501879e-18,0.3611644301503367,-0.9860725414306892,3.505180139368748,1
2.9594512700662374,2.9828862330849852,1.4760238057127915,0.6200839281496932,0.6293492186128787,0.6080379748700507,49.800000000000004,49.800000000000004,49.800000000000004,-1.9095836023552693e-18,0.3845040779495538,0.39789346483001553,2.8773162416617266,1.7763568394002505e-19,0.3960804389686411,0.032960696735894614,2.3759324295896302,1.4210854715202004e-18,0.3697101788840725,-1.058464006035618,3.937186295723892,1
